Import Date	Metadata Timestamp	Date Last Played	Play State Last Modified	Download Date	Play Count	Author	Title	Subtitle	Asset URL	Web Page URL	Duration	Size	Play State
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 074 - Detecting Lateral Movement	"This week I review a document put out by the Japan Computer Emergency Response Team Coordination Center on ""Detecting Lateral Movement through Tracking Event Logs."""		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-074-detecting-lateral-movement	986.0	8082516	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 012 - Just-Metadata	This episode I talk Just-Metadata, a freely available tool that gathers data about IP addresses from publicly available resources. Check out  to learn more. I put together my quick start notes (below) for anyone interested in getting...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-012-just-metadata	842.0	6907085	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 197 - Approaching Network Forensics	This week I talk about network forensic methodology.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-197-approaching-network-forensics	1316.0	10742275	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 051 - Analyzing PE Signatures	"This week I talk about an openly available library and tool repository  all examiners should be aware of as well as a tool by Didier Stevens called ""AnalyzePESig"" which is perfect for bulk analysis of executables on Windows systems."		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-051-analyzing-pe-signatures	1158.0	9495687	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 105 - from Zero to JTAG	This week I interview an industry expert about mobile device JTAG and ISP forensics.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-105-from-zero-to-jtag	2216.0	18066231	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 076 - Strings!	This week I look talk about one of the most versatile tools for forensic triage and analysis - Strings!		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-076-strings	1197.0	9808534	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 157 - File Comparison Strategies	This week I discuss some techniques for comparing files and folders for DFIR investigations.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-157-file-comparison-strategies	1146.0	9364511	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 187 - SUDOERS File and Forensics	This week I breakdown the SUDOERS file for forensic triage.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-187-sudoers-file-and-forensics	885.0	7237231	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 055 - Automated Host Intelligence	This week I talk about threat intelligence tool Hostintel by Keith Jones.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-055-automated-host-intelligence	1540.0	12619163	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 128 - GREP vs SED vs AWK	This week I talk the difference between common text processing utilities used in forensic analysis		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-128-grep-vs-sed-vs-awk	1051.0	8591051	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 117 - USNJRNL Tool Review	This week I review two tools for extracting and parsing USNJRNL evidence.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-117-usnjrnl-tool-review	1093.0	8929375	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 190 - Dead Simple Boot Disks	This week I go over how to create a boot disk using the native capability of Ubuntu. You'll never have to rely on third-party tools again!		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-190-dead-simple-boot-disks-0	962.0	7865719	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 172 - High Optane	This week I talk about Intel's emerging technology called Optane end it anticipated affects on DFIR investigations.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-172-high-optane	718.0	5883655	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 017 - Cracking Passwords with Cain	In the last episode I talked about PW psychology, an important part of operationalizing any PW cracking tool effectively. Face it, the math is against you so understanding a person’s probable PW patterns is important. In this episode we will...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-017-cracking-passwords-with-cain	1429.0	11707567	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 152 - CEWL	This week I talk about CEWL, a freely available tool for crawling websites to produce unique wordlists (think password attacks!)		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-152-cewl	730.0	5980483	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 181 - Remote Execution One-Liners	This week I cover a resource you can use to develop windows remote execution triage methodology and threat hunting.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-181-remote-execution-one-liners	946.0	7732747	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 028 - Microcast	This week I am taking a breather and doing some planning for future topics. If you have a topic you would like to see covered mention it in the show notes. Full episodes will return the first week of September.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-028-microcast	200.0	1656989	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP #003 - What the Shellbag!	Proving fileuse and knowledge		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-003-what-the-shellbag	1708.0	13992513	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 052 - Free Your Mind	This week I talk about FreeMind, a freely available visualization tool that can be used to enhance the computer forensic investigation process.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-052-free-your-mind	1308.0	10723230	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 079 - Thoughts on DASH Forensics	This week I talk about crypto currency 2.0 and feature DASH as the example.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-079-thoughts-on-dash-forensics	1192.0	9771821	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 131 - PIDS	This week I talk about PIDS in their uses and computer forensic investigations.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-131-pids	1287.0	10512475	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 189 - NVMe	This week I talk about NVMe, a data storage technology, from a forensic point of view.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-189-nvme	956.0	7817327	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 116 - Automatic Detection of Malware from Memory Analysis	This week I talk about a clever way to leverage Volatility to triage malware on a target system		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-116-automatic-detection-of-malware-from-memory-analysis	1225.0	10005152	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 018 - John the Ripper	Last episode I talked about using Cain to attack Windows LANMAN and NTLM hashes. Next we will discuss John the Ripper, Linux password files and rainbow tables.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-018-john-the-ripper	1494.0	12242578	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 096 - OS X Unified Logging	This week I talk about Mac Logs, namely the new Unified Logging in OS X and how this impacts forensic exams.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-096-os-x-unified-logging	891.0	7304887	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 125 - Distributed Hash Cracking	This week I talk about distributed password cracking with Hashtopolis for Hashcat		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-125-distributed-hash-cracking	1185.0	9678635	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 146 - Mimikatz Detection	This week I talk about contacting Mimikatz through windows event log.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-146-mimikatz-detection	961.0	7853763	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 036 - iCloud Forensic Evidence	This week I breakdown iCloud forensic artifacts.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-036-icloud-forensic-evidence	1475.0	12084294	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 213 - Trusted Developer Utilities	This week I talk DFIR triage for Microsoft Trusted Dev Utilities		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-213-trusted-developer-utilities	898.0	7346015	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 207 - Forensic Grab Bag	This week I talk about tools available on the SIFT workstation... that you may not know or even there!		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-207-forensic-grab-bag	1053.0	8603023	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 057 - Webmail Collections	This week I talk about a methodology to collect webmail using freely available tools as well as the things you must consider before you do so.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-057-webmail-collections	1203.0	9860263	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 165 - Windows Core Processes	This week I go over how to approach windows core processes from the standpoint of fast triage methodology. Since these processes are found on all window systems it makes sense to develop and investigative approach that focuses on quickly reviewing...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-165-windows-core-processes	925.0	7563583	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 087 - DFIR Degrees	This week I interview a DFIR professional about his decision to get a Masters Degree in cyber security.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-087-dfir-degrees	1848.0	15131783	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 167 - OWASP: XSS	This week I talk about OWASP's Number 7 vulnerability category from their top 10 list, cross site scripting.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-167-owasp-xss	1017.0	8312843	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 022 - DFIR Certification Planning & Considerations	If you take a look at all the different DFIR certifications that exist today you can easily get overwhelmed. There are so many to choose from it puts meaning to the saying that too many choices is no choice at all. In this episode I take a look at...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-022-dfir-certification-planning-considerations	1823.0	14928417	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 142 - CRON 101	This week I breakdown CRON for the uninitiated.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-142-cron-101	764.0	6257907	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 041 - Trash Talkin'	This week I'm talking .Trash. I cover the forensic basics of this Mac artifact that examiners need to know.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-041-trash-talkin	990.0	8122441	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 070 - Notepad++	This week I talk a Notepad++, a freely available code editing tool with some great options built in that are useful for inspecting forensic artifacts.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-070-notepad	1093.0	8957624	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 177 - PSEXEC Forensics	This week I talk about a popular Windows utility attackers often exploit.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-177-psexec-forensics	1073.0	8772183	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 100 - B2B Shimcache	This week I continue the back to basics series with talk on the Windows Shimcache.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-100-b2b-shimcache	1192.0	9739011	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 048 - Evidence Integrity On-Scene	This week I talk about considerations for digital evidence integrity when collection evidence on-scene from a live system.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-048-evidence-integrity-on-scene	1403.0	11501263	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 182 - Density Scout	This week I talk about Density Scout, an open source tool for malware triage.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-182-density-scout	656.0	5376183	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 092 - New Apple File System	This week I talk about the new file system released by Apple, APFS, and what it means for forensic examiners.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-092-new-apple-file-system	1047.0	8580663	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 161 - Social Engineering Toolkit	This week I talk about all the fun you can have ethically hacking with SET		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-161-social-engineering-toolkit	1042.0	8518439	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 026 - File Juicer	File Juicer is an easy to use data carving tool that runs on OS X. Take most any file, drop it on File Juicer, and watch it spin out embedded image, movie, document files and text. Perfect for on-scene triage, lab work and exploring new file types.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-026-file-juicer	1039.0	8523490	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 075 - Capturing Websites as Evidence	This week I look at a methodology of capturing websites as evidence using HTTrack		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-075-capturing-websites-as-evidence	1139.0	9334402	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 127 - DNS & Forensics	This week I talk about DNS and forensics		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-127-dns-forensics	1213.0	9908175	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 058 - Linux FU&K Artifacts	This week I talk Linux forensics and breakdown some useful artifacts that may generate leads for investigations.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-058-linux-fuk-artifacts	1417.0	11610147	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 112 - Port Forensics?	This week I talk how common ports plays into network forensics.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-112-port-forensics	950.0	7769179	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 013 - Windows 10 Artifacts	In this episode I cover something I have been intending to do for some time: a Windows 10 artifacts overview. Here, I explore some key artifacts changes and what has stayed the same. Once I got into it I found there was a lot to talk about so, to...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-13-windows-10-artifacts	1491.0	12218083	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 027 – Mac as a forensic platform	This week I go over some of my top reasons why Macs should be considered as a computer forensic platform.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-027-mac-as-a-forensic-platform	1851.0	15159144	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 156 - B2B: Career Maintenance	This week I share my thoughts on assessing DFIR career path progression.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-156-b2b-career-maintenance	1687.0	13763779	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 025 - RAM Extraction Tools - Part 2	This is part two of RAM extraction tools. Part 1 looked at why RAM extraction is an important part of forensic analysis. In Part 2 the results of a benchmark experiment with four different RAM Extraction tools is discussed: DumpIt,...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-025-ram-extraction-tools-part-2	1779.0	14575645	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 135 - Scheduled Task Triage Part 1	This week I talk about details about what to look at in Scheduled Task records for forensic triage.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-135-scheduled-task-triage-part-1	805.0	6584783	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 196 - autoLLR	This week I talk about autoLLR, a script to automate evidence collection on live Linux systems as well as artifact post processing.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-196-autollr	895.0	7321811	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 210 - Pivot Tables for Forensics	This week I talk about Pivot Tables and their value for DFIR investigations		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-210-pivot-tables-for-forensics	1106.0	9038159	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 192 - KAPE	This week I talk about KAPE, a freely available forensic evidence collection and triage tool.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-192-kape	1033.0	8445831	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 132 - Root Cause	This week I talk about methodologies to investigate root cause during incident response investigations.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-132-root-cause	1099.0	8977783	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 111 - Network Triage	This week I go over some Network Forensic artifacts and what they offer to an investigation.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-111-network-triage	990.0	8095535	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 174 - The VMEM Experience	This week I talk about the challenges of working with VMEM files for memory forensics.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-174-the-vmem-experience	616.0	5049827	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 020 - Amcache Forensics - Find Evidence of App Execution	This week I talk about Amcache Forensics, a Windows artifact that collects details about programs that have been run on a given system. This evidence can support malware/ intrusion investigations, file use and knowledge exams and data spoliations...		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-020-amcache-forensics-find-evidence-of-app-execution	1515.0	12412593	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 133 - Know Thy Logs	This week I talk Ultimate windows security		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-133-know-thy-logs	1024.0	8373479	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 151 - Autoweb Project	This week I talk about my new Github page and the autoweb script.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-151-autoweb-project	974.0	7962547	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 033 - PLISTS for Mac Triage	This week I talk about some common PLISTS to check as part of an initial system triage.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-033-plists-for-mac-triage	1230.0	10078949	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 201 - Regsvcs Triage	This week I talk about identifying REGSVC \ REGASM abuse		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-201-regsvcs-triage	757.0	6198766	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP #006 - Resolving Attached USBs	Proving file use and knowledge		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-006-resolving-attached-usbs	1241.0	10176383	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 121 - Adventures in Scripting	This week I talk about getting started in scripting		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-121-adventures-in-scripting	1102.0	9001723	0
2020-03-25 19:18:32			2020-03-25 19:18:32		0		DFSP # 171 - OWASP: Breakfast Cereal	This week I talk about OWASP's Number 8 vulnerability category from their top 10 list, insecure deserialization.		https://digitalforensicsurvivalpodcast.libsyn.com/dfsp-171-owasp-breakfast-cereal	833.0	6814323	0
